Fecha y hora	Nombre de archivo	Error	Mensaje
2012-06-20 23:11:27.392 -0500	perinatal.ssyr	0	Importación de operaciones iniciada
2012-06-20 23:11:27.393 -0500	perinatal.ssyr	0	Importación de tablas desde el portapapeles iniciada
2012-06-20 23:11:27.417 -0500	registro::apellidos	106	Falta la tabla a la que se hace referencia en el cálculo “borrar_censo::Apellidos”.
2012-06-20 23:11:27.450 -0500	registro::nombres	106	Falta la tabla a la que se hace referencia en el cálculo “borrar_censo::NOMBRES”.
2012-06-20 23:11:27.453 -0500	registro::celular	106	Falta la tabla a la que se hace referencia en el cálculo “borrar_censo::CELULAR”.
2012-06-20 23:11:27.462 -0500	registro::email	106	Falta la tabla a la que se hace referencia en el cálculo “borrar_censo::email_completo”.
2012-06-20 23:11:27.475 -0500	registro	0	campos importado: 29
2012-06-20 23:11:27.491 -0500	perinatal.ssyr	0	tablas importado: 1
2012-06-20 23:11:27.491 -0500	perinatal.ssyr	0	Importación completada
2012-06-20 23:11:29.934 -0500	perinatal.ssyr	0	Importación de operaciones consignada
2012-06-20 23:11:29.936 -0500	perinatal.ssyr	0	==================================================================
2012-06-20 23:11:40.661 -0500	perinatal.ssyr	0	Importación de operaciones iniciada
2012-06-20 23:11:40.662 -0500	perinatal.ssyr	0	Importación de tablas desde el portapapeles iniciada
2012-06-20 23:11:40.680 -0500	Formulario_Muerte_Materna	0	campos importado: 15
2012-06-20 23:11:40.680 -0500	perinatal.ssyr	0	tablas importado: 1
2012-06-20 23:11:40.681 -0500	perinatal.ssyr	0	Importación completada
2012-06-20 23:11:43.177 -0500	perinatal.ssyr	0	Importación de operaciones consignada
2012-06-20 23:11:43.178 -0500	perinatal.ssyr	0	==================================================================
2012-06-20 23:33:46.139 -0500	perinatal.ssyr	0	Importación de operaciones iniciada
2012-06-20 23:33:46.140 -0500	perinatal.ssyr	0	Importación de campos desde el portapapeles iniciada
2012-06-20 23:33:46.147 -0500	registro	0	campos importado: 1
2012-06-20 23:33:46.147 -0500	perinatal.ssyr	0	Importación completada
2012-06-20 23:33:51.585 -0500	perinatal.ssyr	0	Importación de operaciones consignada
2012-06-20 23:33:51.585 -0500	perinatal.ssyr	0	==================================================================
2012-06-20 23:45:25.496 -0500	perinatal.ssyr	0	Importación de operaciones iniciada
2012-06-20 23:45:25.497 -0500	perinatal.ssyr	0	Importación de campos desde el portapapeles iniciada
2012-06-20 23:45:25.505 -0500	Formulario_Muerte_Materna	0	campos importado: 1
2012-06-20 23:45:25.506 -0500	perinatal.ssyr	0	Importación completada
2012-06-20 23:45:27.627 -0500	perinatal.ssyr	0	Importación de operaciones consignada
2012-06-20 23:45:27.627 -0500	perinatal.ssyr	0	==================================================================
